facility_id,stroke_measure_name,stroke_score,compared_to_national
17005F,Death rate for stroke patients,Not Available,Not Available
170068,Death rate for stroke patients,Not Available,Number of Cases Too Small
170074,Death rate for stroke patients,Not Available,Number of Cases Too Small
170086,Death rate for stroke patients,13.9,No Different Than the National Rate
17008F,Death rate for stroke patients,Not Available,Not Available
170103,Death rate for stroke patients,11.9,No Different Than the National Rate
170104,Death rate for stroke patients,14,No Different Than the National Rate
170105,Death rate for stroke patients,Not Available,Number of Cases Too Small
170109,Death rate for stroke patients,Not Available,Number of Cases Too Small
170120,Death rate for stroke patients,Not Available,Number of Cases Too Small
170122,Death rate for stroke patients,12.4,No Different Than the National Rate
170123,Death rate for stroke patients,9.3,Better Than the National Rate
170137,Death rate for stroke patients,15.1,No Different Than the National Rate
170142,Death rate for stroke patients,13.9,No Different Than the National Rate
170146,Death rate for stroke patients,13.3,No Different Than the National Rate
170175,Death rate for stroke patients,Not Available,Number of Cases Too Small
170176,Death rate for stroke patients,11.3,No Different Than the National Rate
170182,Death rate for stroke patients,13.2,No Different Than the National Rate
170183,Death rate for stroke patients,Not Available,Not Available
170185,Death rate for stroke patients,11.6,No Different Than the National Rate
170186,Death rate for stroke patients,Not Available,Not Available
170187,Death rate for stroke patients,Not Available,Not Available
170188,Death rate for stroke patients,Not Available,Not Available
170190,Death rate for stroke patients,Not Available,Not Available
170191,Death rate for stroke patients,13.9,No Different Than the National Rate
170194,Death rate for stroke patients,Not Available,Not Available
170196,Death rate for stroke patients,Not Available,Not Available
170197,Death rate for stroke patients,15.2,No Different Than the National Rate
170198,Death rate for stroke patients,Not Available,Not Available
170199,Death rate for stroke patients,Not Available,Not Available
170200,Death rate for stroke patients,10.7,No Different Than the National Rate
170203,Death rate for stroke patients,Not Available,Not Available
170204,Death rate for stroke patients,Not Available,Number of Cases Too Small
170208,Death rate for stroke patients,Not Available,Number of Cases Too Small
171300,Death rate for stroke patients,Not Available,Number of Cases Too Small
171301,Death rate for stroke patients,Not Available,Number of Cases Too Small
171303,Death rate for stroke patients,Not Available,Not Available
171304,Death rate for stroke patients,Not Available,Not Available
171306,Death rate for stroke patients,Not Available,Number of Cases Too Small
171307,Death rate for stroke patients,Not Available,Number of Cases Too Small
171308,Death rate for stroke patients,Not Available,Not Available
171309,Death rate for stroke patients,Not Available,Number of Cases Too Small
171310,Death rate for stroke patients,Not Available,Number of Cases Too Small
171311,Death rate for stroke patients,Not Available,Number of Cases Too Small
171312,Death rate for stroke patients,Not Available,Not Available
171313,Death rate for stroke patients,Not Available,Number of Cases Too Small
171314,Death rate for stroke patients,Not Available,Not Available
171315,Death rate for stroke patients,Not Available,Number of Cases Too Small
171316,Death rate for stroke patients,Not Available,Number of Cases Too Small
171317,Death rate for stroke patients,Not Available,Not Available
171318,Death rate for stroke patients,Not Available,Number of Cases Too Small
171319,Death rate for stroke patients,Not Available,Number of Cases Too Small
171321,Death rate for stroke patients,Not Available,Number of Cases Too Small
171322,Death rate for stroke patients,Not Available,Not Available
171323,Death rate for stroke patients,Not Available,Not Available
171324,Death rate for stroke patients,Not Available,Number of Cases Too Small
171325,Death rate for stroke patients,Not Available,Number of Cases Too Small
171326,Death rate for stroke patients,Not Available,Number of Cases Too Small
171327,Death rate for stroke patients,Not Available,Number of Cases Too Small
171328,Death rate for stroke patients,Not Available,Number of Cases Too Small
171329,Death rate for stroke patients,Not Available,Not Available
171330,Death rate for stroke patients,Not Available,Number of Cases Too Small
171331,Death rate for stroke patients,Not Available,Not Available
171332,Death rate for stroke patients,Not Available,Number of Cases Too Small
171333,Death rate for stroke patients,Not Available,Number of Cases Too Small
171334,Death rate for stroke patients,Not Available,Number of Cases Too Small
171335,Death rate for stroke patients,Not Available,Number of Cases Too Small
171336,Death rate for stroke patients,Not Available,Number of Cases Too Small
171337,Death rate for stroke patients,Not Available,Number of Cases Too Small
171338,Death rate for stroke patients,Not Available,Number of Cases Too Small
171339,Death rate for stroke patients,Not Available,Number of Cases Too Small
171341,Death rate for stroke patients,Not Available,Number of Cases Too Small
171343,Death rate for stroke patients,Not Available,Number of Cases Too Small
171344,Death rate for stroke patients,Not Available,Number of Cases Too Small
171345,Death rate for stroke patients,Not Available,Number of Cases Too Small
171346,Death rate for stroke patients,Not Available,Number of Cases Too Small
171347,Death rate for stroke patients,Not Available,Not Available
171348,Death rate for stroke patients,Not Available,Not Available
171349,Death rate for stroke patients,Not Available,Number of Cases Too Small
171350,Death rate for stroke patients,Not Available,Number of Cases Too Small
171351,Death rate for stroke patients,Not Available,Number of Cases Too Small
171352,Death rate for stroke patients,Not Available,Number of Cases Too Small
171353,Death rate for stroke patients,Not Available,Number of Cases Too Small
171354,Death rate for stroke patients,Not Available,Number of Cases Too Small
171355,Death rate for stroke patients,Not Available,Number of Cases Too Small
171356,Death rate for stroke patients,Not Available,Number of Cases Too Small
171357,Death rate for stroke patients,Not Available,Number of Cases Too Small
171358,Death rate for stroke patients,Not Available,Number of Cases Too Small
171359,Death rate for stroke patients,Not Available,Number of Cases Too Small
171360,Death rate for stroke patients,Not Available,Not Available
171361,Death rate for stroke patients,Not Available,Number of Cases Too Small
171362,Death rate for stroke patients,Not Available,Number of Cases Too Small
171363,Death rate for stroke patients,Not Available,Number of Cases Too Small
171364,Death rate for stroke patients,Not Available,Number of Cases Too Small
171365,Death rate for stroke patients,Not Available,Number of Cases Too Small
171367,Death rate for stroke patients,Not Available,Number of Cases Too Small
171368,Death rate for stroke patients,Not Available,Number of Cases Too Small
171369,Death rate for stroke patients,Not Available,Number of Cases Too Small
171370,Death rate for stroke patients,Not Available,Number of Cases Too Small
171371,Death rate for stroke patients,Not Available,Number of Cases Too Small
171372,Death rate for stroke patients,Not Available,Number of Cases Too Small
171373,Death rate for stroke patients,Not Available,Number of Cases Too Small
171374,Death rate for stroke patients,Not Available,Number of Cases Too Small
171375,Death rate for stroke patients,Not Available,Number of Cases Too Small
